year,commune,department,region,type_of_flag,places
2023,Briare,Loiret,Centre-Val de Loire,port,Base Fluviale Des Pres Gris
2023,Bonifacio,Corse-du-sud,Corse,port,Bonifacio Marina
2023,Cassis,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,port,Calanque De Port Miou
2023,Chalon Sur Saône,Saône-et-Loire,Bourgogne-Franche-Comté,port,Chalon Sur Saône
2023,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,port,Cntl De Marseille
2023,Vauvert,Gard,Occitanie,port,Gallician
2023,Besancon,Doubs,Bourgogne-Franche-Comté,port,Halte De Besançon (Moulin St Paul)
2023,Besancon,Doubs,Bourgogne-Franche-Comté,port,Halte De Deluz
2023,Revin,Ardennes,Grand Est,port,Halte Fluviale De Revin
2023,Saint-Martin-Sur-Oust,Morbihan,Bretagne,port,Halte Fluviale Saint-Martin-Sur-Oust
2023,Serra Di Ferro,Corse-du-sud,Corse,port,Jean Baptiste Tomi
2023,Punaauia (Tahiti),Polynésie Française,Collectivités d'Outre-Mer,port,Marina Taina
2023,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,port,Marina Vieux Port De Cannes
2023,Basse-Ham,Moselle,Grand Est,port,Nautic'Ham
2023,Saint Cyr Sur Mer,Var,Provence-Alpes-Côte d'Azur,port,Nouveau Port Des Lecques
2023,Le Grau Du Roi,Gard,Occitanie,port,Port Camargue Du Grau Du Roi
2023,Golfe-Juan,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,port,Port Camille Rayon Du Golfe Juan
2023,Montauban,Tarn-et-Garonne,Occitanie,port,Port Canal
2023,Argeles Sur Mer,Pyrénées-Orientales,Occitanie,port,Port D'Argelès Sur Mer
2023,Barneville Carteret,Manche,Normandie,port,Port De Barneville Carteret
2023,Bellegarde,Gard,Occitanie,port,Port De Bellegarde
2023,Bormes Les Mimosas Cedex,Var,Provence-Alpes-Côte d'Azur,port,Port De Bormes Les Mimosas
2023,Paris-La-Défense,Loiret,Centre-Val de Loire,port,Port De Briare Le Canal
2023,Carcassonne,Aude,Occitanie,port,Port De Carcassonne
2023,Castelnaudary,Aude,Occitanie,port,Port De Castelnaudary
2023,Cherbourg-En-Cotentin,Manche,Normandie,port,Port De Chantereyne De Cherbourg
2023,Decize,Nièvre,Bourgogne-Franche-Comté,port,Port De Decize
2023,Les Pieux,Manche,Normandie,port,Port De Diélette
2023,Dieppe Cedex,Seine-Maritime,Normandie,port,Port De Dieppe
2023,Dives-Sur-Mer,Calvados,Normandie,port,Port De Dives-Cabourg-Houlgate
2023,Toul,Meurthe-et-Moselle,Grand Est,port,Port De France
2023,Valence,Drôme,Auvergne-Rhône-Alpes,port,Port De L'Épervière
2023,Six Fours Les Plages Cedex,Var,Provence-Alpes-Côte d'Azur,port,Port De La Coudoulière
2023,La Grande Motte,Hérault,Occitanie,port,Port De La Grande Motte
2023,Saint Cyr Sur Mer,Var,Provence-Alpes-Côte d'Azur,port,Port De La Madrague
2023,Mandelieu La Napoule,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,port,Port De La Napoule
2023,Corbigny,Nièvre,Bourgogne-Franche-Comté,port,Port De La Vauvelle
2023,Lege Cap Ferret,Gironde,Nouvelle-Aquitaine,port,Port De La Vigne
2023,Port Leucate,Aude,Occitanie,port,Port De Leucate
2023,Macinaggio,Haute-corse,Corse,port,Port De Macinaggio
2023,Villeneuve Loubet,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,port,Port De Marina Baie Des Anges
2023,Marseillan Plage,Hérault,Occitanie,port,Port De Marseillan Plage
2023,Marseillan,Hérault,Occitanie,port,Port De Marseillan Ville
2023,Nonsard-Lamarche,Meuse,Grand Est,port,Port De Nonsard
2023,Palavas Les Flots,Hérault,Occitanie,port,Port De Palavas Les Flots
2023,Ajaccio,Corse-du-sud,Corse,port,Port De Plaisance Ajaccio Tino Rossi
2023,Fos Sur Mer,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,port,Port De Plaisance Claude Rossi - Pointe Saint Gervais
2023,Etaples/Mer,Pas-de-Calais,Hauts-de-France,port,Port De Plaisance D'Étaples
2023,Banyuls Sur Mer,Pyrénées-Orientales,Occitanie,port,Port De Plaisance De Banyuls
2023,Binic,Côtes-d'armor,Bretagne,port,Port De Plaisance De Binic
2023,Cap D'Ail,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,port,Port De Plaisance De Cap D'Ail
2023,Carentan,Manche,Normandie,port,Port De Plaisance De Carentan
2023,Fecamp,Seine-Maritime,Normandie,port,Port De Plaisance De Fécamp
2023,Frontignan,Hérault,Occitanie,port,Port De Plaisance De Frontignan
2023,Gruissan,Aude,Occitanie,port,Port De Plaisance De Gruissan
2023,La Roche Sur Yon,Vendée,Pays de la Loire,port,Port De Plaisance De L'Ile D'Yeu
2023,Mâcon,Saône-et-Loire,Bourgogne-Franche-Comté,port,Port De Plaisance De Mâcon
2023,Narbonne Plage,Aude,Occitanie,port,Port De Plaisance De Narbonne
2023,Paimpol,Côtes-d'armor,Bretagne,port,Port De Plaisance De Paimpol
2023,Port De Bouc,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,port,Port De Plaisance De Port De Bouc
2023,Port Saint Louis Du Rhone,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,port,Port De Plaisance De Port St Louis Du Rhône
2023,Thonon-Les-Bains,Haute-Savoie,Auvergne-Rhône-Alpes,port,Port De Plaisance De Rives
2023,Rouen,Seine-Maritime,Normandie,port,Port De Plaisance De Rouen
2023,Saint Cyprien,Pyrénées-Orientales,Occitanie,port,Port De Plaisance De Saint Cyprien
2023,Cany-Barville,Seine-Maritime,Normandie,port,Port De Plaisance De Saint Valéry En Caux
2023,Saint Valery Sur Somme,Somme,Hauts-de-France,port,Port De Plaisance De Saint Valery Sur Somme
2023,Saint Raphael,Var,Provence-Alpes-Côte d'Azur,port,Port De Plaisance De Santa Lucia
2023,Saverne,Bas-Rhin,Grand Est,port,Port De Plaisance De Saverne
2023,Cogolin,Var,Provence-Alpes-Côte d'Azur,port,Port De Plaisance Des Marines De Cogolin
